# == pyFAI calibration ==
# Distance Sample to Detector: 0.7940650855747703 m
# PONI: 2.315e+00, -4.375e-01 m
# Rotations: -0.203527 -0.493645 0.000022 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 920.724 mm
# Center: x=-1590.751, y=10923.912 pix
# Tilt: 30.409 deg  TiltPlanRot: -69.412 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0048.xy
#       2th_deg             I 
  4.131203e+01    1.362027e+02
  4.131240e+01    1.372946e+02
  4.131277e+01    1.382033e+02
  4.131314e+01    1.389129e+02
  4.131351e+01    1.386502e+02
  4.131388e+01    1.382131e+02
  4.131425e+01    1.376428e+02
  4.131462e+01    1.372378e+02
  4.131499e+01    1.374211e+02
  4.131535e+01    1.380837e+02
  4.131572e+01    1.391375e+02
  4.131609e+01    1.410220e+02
  4.131646e+01    1.407036e+02
  4.131683e+01    1.402401e+02
  4.131720e+01    1.378641e+02
  4.131757e+01    1.370001e+02
  4.131794e+01    1.382425e+02
  4.131831e+01    1.378531e+02
  4.131868e+01    1.385273e+02
  4.131905e+01    1.386496e+02
  4.131942e+01    1.373160e+02
  4.131979e+01    1.377682e+02
  4.132016e+01    1.396564e+02
  4.132053e+01    1.396486e+02
  4.132090e+01    1.394460e+02
  4.132127e+01    1.376159e+02
  4.132164e+01    1.375569e+02
  4.132201e+01    1.383844e+02
  4.132238e+01    1.393909e+02
  4.132275e+01    1.392722e+02
  4.132312e+01    1.400717e+02
  4.132349e+01    1.408642e+02
  4.132386e+01    1.416150e+02
  4.132423e+01    1.438969e+02
  4.132460e+01    1.433891e+02
  4.132497e+01    1.435226e+02
  4.132534e+01    1.429030e+02
  4.132571e+01    1.407388e+02
  4.132608e+01    1.415287e+02
  4.132645e+01    1.417515e+02
  4.132682e+01    1.414396e+02
  4.132719e+01    1.415335e+02
  4.132756e+01    1.417919e+02
  4.132793e+01    1.410511e+02
  4.132830e+01    1.403899e+02
  4.132867e+01    1.418896e+02
  4.132904e+01    1.443726e+02
  4.132941e+01    1.458640e+02
  4.132978e+01    1.469660e+02
  4.133015e+01    1.455704e+02
  4.133052e+01    1.430187e+02
  4.133089e+01    1.413504e+02
  4.133126e+01    1.411075e+02
  4.133163e+01    1.397259e+02
  4.133200e+01    1.411677e+02
  4.133237e+01    1.420167e+02
  4.133274e+01    1.416268e+02
  4.133311e+01    1.425272e+02
  4.133348e+01    1.432180e+02
  4.133385e+01    1.450359e+02
  4.133422e+01    1.446951e+02
  4.133459e+01    1.451135e+02
  4.133496e+01    1.460532e+02
  4.133533e+01    1.448474e+02
  4.133570e+01    1.454130e+02
  4.133607e+01    1.455679e+02
  4.133644e+01    1.455391e+02
  4.133681e+01    1.471179e+02
  4.133718e+01    1.467255e+02
  4.133755e+01    1.450816e+02
  4.133792e+01    1.445075e+02
  4.133829e+01    1.431676e+02
  4.133866e+01    1.434870e+02
  4.133903e+01    1.448636e+02
  4.133940e+01    1.453302e+02
  4.133977e+01    1.460656e+02
  4.134014e+01    1.463967e+02
  4.134051e+01    1.473934e+02
  4.134088e+01    1.464488e+02
  4.134125e+01    1.479687e+02
  4.134162e+01    1.477902e+02
  4.134199e+01    1.467648e+02
  4.134236e+01    1.475457e+02
  4.134273e+01    1.464079e+02
  4.134310e+01    1.478539e+02
  4.134347e+01    1.484423e+02
  4.134384e+01    1.494056e+02
  4.134421e+01    1.499122e+02
  4.134458e+01    1.510434e+02
  4.134495e+01    1.507480e+02
  4.134532e+01    1.522640e+02
  4.134569e+01    1.527608e+02
  4.134606e+01    1.523949e+02
  4.134643e+01    1.524328e+02
  4.134680e+01    1.533330e+02
  4.134717e+01    1.541915e+02
  4.134754e+01    1.562166e+02
  4.134791e+01    1.560304e+02
  4.134828e+01    1.553913e+02
  4.134865e+01    1.548567e+02
  4.134902e+01    1.555509e+02
  4.134939e+01    1.553037e+02
  4.134976e+01    1.570636e+02
  4.135013e+01    1.594446e+02
  4.135050e+01    1.606276e+02
  4.135087e+01    1.637536e+02
  4.135124e+01    1.631933e+02
  4.135161e+01    1.633942e+02
  4.135198e+01    1.648807e+02
  4.135235e+01    1.653694e+02
  4.135272e+01    1.683386e+02
  4.135309e+01    1.704580e+02
  4.135346e+01    1.714697e+02
  4.135383e+01    1.726671e+02
  4.135420e+01    1.748406e+02
  4.135457e+01    1.755983e+02
  4.135494e+01    1.766086e+02
  4.135531e+01    1.769432e+02
  4.135568e+01    1.776091e+02
  4.135605e+01    1.801743e+02
  4.135642e+01    1.829048e+02
  4.135679e+01    1.852764e+02
  4.135716e+01    1.866767e+02
  4.135753e+01    1.889399e+02
  4.135790e+01    1.900805e+02
  4.135827e+01    1.928849e+02
  4.135864e+01    1.955839e+02
  4.135901e+01    1.979717e+02
  4.135938e+01    2.033781e+02
  4.135975e+01    2.060095e+02
  4.136012e+01    2.086663e+02
  4.136049e+01    2.119895e+02
  4.136086e+01    2.169413e+02
  4.136123e+01    2.216936e+02
  4.136160e+01    2.281072e+02
  4.136197e+01    2.362850e+02
  4.136234e+01    2.428876e+02
  4.136271e+01    2.497769e+02
  4.136308e+01    2.572376e+02
  4.136345e+01    2.630780e+02
  4.136382e+01    2.708290e+02
  4.136419e+01    2.801860e+02
  4.136456e+01    2.928668e+02
  4.136493e+01    3.048493e+02
  4.136530e+01    3.222845e+02
  4.136567e+01    3.420164e+02
  4.136604e+01    3.618400e+02
  4.136641e+01    3.827950e+02
  4.136678e+01    4.082574e+02
  4.136715e+01    4.453414e+02
  4.136752e+01    4.886701e+02
  4.136789e+01    5.154993e+02
  4.136826e+01    5.664080e+02
  4.136863e+01    6.637180e+02
  4.136900e+01    7.674050e+02
  4.136937e+01    8.473155e+02
  4.136974e+01    9.328682e+02
  4.137011e+01    1.003852e+03
  4.137048e+01    1.190200e+03
  4.137085e+01    1.360945e+03
  4.137122e+01    1.443010e+03
  4.137159e+01    1.570325e+03
  4.137196e+01    1.814732e+03
  4.137233e+01    1.987104e+03
  4.137270e+01    2.133481e+03
  4.137307e+01    2.243163e+03
  4.137344e+01    2.438144e+03
  4.137381e+01    2.712348e+03
  4.137418e+01    2.933905e+03
  4.137455e+01    3.246474e+03
  4.137492e+01    3.535791e+03
  4.137529e+01    3.777025e+03
  4.137566e+01    4.064083e+03
  4.137603e+01    4.169446e+03
  4.137640e+01    4.412485e+03
  4.137677e+01    4.874916e+03
  4.137714e+01    5.179972e+03
  4.137751e+01    5.322272e+03
  4.137788e+01    6.701712e+03
  4.137825e+01    7.181250e+03
  4.137862e+01    7.193817e+03
  4.137899e+01    7.655013e+03
  4.137936e+01    9.499130e+03
  4.137973e+01    8.562135e+03
  4.138010e+01    8.466749e+03
  4.138047e+01    8.301853e+03
  4.138084e+01    5.727340e+03
  4.138121e+01    5.128556e+03
  4.138158e+01    4.908809e+03
  4.138195e+01    4.694236e+03
  4.138232e+01    3.669932e+03
  4.138269e+01    3.579963e+03
  4.138306e+01    3.673212e+03
  4.138343e+01    4.393675e+03
  4.138380e+01    4.376738e+03
  4.138417e+01    4.231189e+03
  4.138454e+01    3.920700e+03
  4.138491e+01    2.712539e+03
  4.138528e+01    1.431945e+03
  4.138565e+01    1.188101e+03
  4.138602e+01    1.096465e+03
  4.138639e+01    9.671060e+02
  4.138676e+01    8.220259e+02
  4.138713e+01    7.169212e+02
  4.138750e+01    6.252683e+02
  4.138787e+01    5.377401e+02
  4.138824e+01    4.807549e+02
  4.138861e+01    4.351414e+02
  4.138898e+01    3.978128e+02
  4.138935e+01    3.692852e+02
  4.138972e+01    3.446192e+02
  4.139009e+01    3.244968e+02
  4.139046e+01    3.079930e+02
  4.139083e+01    2.958896e+02
  4.139120e+01    2.827874e+02
  4.139157e+01    2.698834e+02
  4.139194e+01    2.620231e+02
  4.139231e+01    2.524044e+02
  4.139268e+01    2.451096e+02
  4.139305e+01    2.382815e+02
  4.139342e+01    2.328785e+02
  4.139379e+01    2.285352e+02
  4.139416e+01    2.231804e+02
  4.139453e+01    2.198465e+02
  4.139490e+01    2.163099e+02
  4.139527e+01    2.132032e+02
  4.139564e+01    2.109494e+02
  4.139601e+01    2.073864e+02
  4.139638e+01    2.041126e+02
  4.139675e+01    2.007297e+02
  4.139712e+01    1.960980e+02
  4.139749e+01    1.943621e+02
  4.139786e+01    1.909390e+02
  4.139823e+01    1.880467e+02
  4.139860e+01    1.867406e+02
  4.139897e+01    1.821279e+02
  4.139934e+01    1.794288e+02
  4.139971e+01    1.780637e+02
  4.140008e+01    1.786601e+02
  4.140045e+01    1.808476e+02
  4.140082e+01    1.814219e+02
  4.140119e+01    1.808412e+02
  4.140156e+01    1.781359e+02
  4.140193e+01    1.757748e+02
  4.140230e+01    1.734449e+02
  4.140267e+01    1.714666e+02
  4.140304e+01    1.710666e+02
  4.140341e+01    1.704930e+02
  4.140378e+01    1.718544e+02
  4.140415e+01    1.723404e+02
  4.140452e+01    1.714310e+02
  4.140489e+01    1.717907e+02
  4.140526e+01    1.705569e+02
  4.140563e+01    1.690268e+02
  4.140600e+01    1.687557e+02
  4.140637e+01    1.665338e+02
  4.140674e+01    1.647324e+02
  4.140711e+01    1.650404e+02
  4.140748e+01    1.660662e+02
  4.140785e+01    1.679237e+02
  4.140822e+01    1.673784e+02
  4.140859e+01    1.659044e+02
  4.140896e+01    1.637317e+02
  4.140933e+01    1.618266e+02
  4.140970e+01    1.611419e+02
  4.141007e+01    1.595662e+02
  4.141044e+01    1.582780e+02
  4.141081e+01    1.585401e+02
  4.141118e+01    1.581297e+02
  4.141155e+01    1.572270e+02
  4.141192e+01    1.565937e+02
  4.141229e+01    1.568942e+02
  4.141266e+01    1.571868e+02
  4.141303e+01    1.575866e+02
  4.141340e+01    1.566214e+02
  4.141377e+01    1.548616e+02
  4.141414e+01    1.535489e+02
  4.141451e+01    1.545290e+02
  4.141488e+01    1.553991e+02
  4.141525e+01    1.568386e+02
  4.141562e+01    1.570997e+02
  4.141599e+01    1.556423e+02
  4.141636e+01    1.539792e+02
  4.141673e+01    1.546890e+02
  4.141710e+01    1.568548e+02
  4.141747e+01    1.557073e+02
  4.141784e+01    1.539627e+02
  4.141821e+01    1.517029e+02
  4.141858e+01    1.498611e+02
  4.141895e+01    1.491505e+02
  4.141932e+01    1.494549e+02
  4.141969e+01    1.483910e+02
  4.142006e+01    1.485606e+02
  4.142043e+01    1.496221e+02
  4.142080e+01    1.500207e+02
  4.142117e+01    1.521999e+02
  4.142154e+01    1.524978e+02
  4.142191e+01    1.510148e+02
  4.142228e+01    1.507047e+02
  4.142265e+01    1.495499e+02
  4.142302e+01    1.498409e+02
  4.142339e+01    1.500169e+02
  4.142376e+01    1.486151e+02
  4.142413e+01    1.470038e+02
  4.142450e+01    1.453616e+02
  4.142487e+01    1.453663e+02
  4.142524e+01    1.448861e+02
  4.142561e+01    1.447162e+02
  4.142598e+01    1.442667e+02
