# == pyFAI calibration ==
# Distance Sample to Detector: 0.9084140734515469 m
# PONI: 1.891e-01, 2.398e-01 m
# Rotations: 0.085177 0.004888 0.000005 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 911.730 mm
# Center: x=943.315, y=1125.594 pix
# Tilt: 4.888 deg  TiltPlanRot: 176.711 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0008.xy
#       2th_deg             I 
  1.192249e+01    1.291016e+01
  1.192766e+01    1.281511e+01
  1.193284e+01    1.283601e+01
  1.193801e+01    1.290410e+01
  1.194318e+01    1.298350e+01
  1.194835e+01    1.306822e+01
  1.195353e+01    1.322408e+01
  1.195870e+01    1.321737e+01
  1.196387e+01    1.312674e+01
  1.196905e+01    1.327812e+01
  1.197422e+01    1.338274e+01
  1.197939e+01    1.330571e+01
  1.198457e+01    1.319018e+01
  1.198974e+01    1.335474e+01
  1.199491e+01    1.358818e+01
  1.200008e+01    1.348922e+01
  1.200526e+01    1.327624e+01
  1.201043e+01    1.334785e+01
  1.201560e+01    1.338587e+01
  1.202078e+01    1.327165e+01
  1.202595e+01    1.315179e+01
  1.203112e+01    1.311112e+01
  1.203630e+01    1.322881e+01
  1.204147e+01    1.341866e+01
  1.204664e+01    1.352624e+01
  1.205181e+01    1.354205e+01
  1.205699e+01    1.355968e+01
  1.206216e+01    1.357044e+01
  1.206733e+01    1.358440e+01
  1.207251e+01    1.368170e+01
  1.207768e+01    1.381395e+01
  1.208285e+01    1.396408e+01
  1.208802e+01    1.403120e+01
  1.209320e+01    1.413931e+01
  1.209837e+01    1.442682e+01
  1.210354e+01    1.468016e+01
  1.210872e+01    1.484787e+01
  1.211389e+01    1.507809e+01
  1.211906e+01    1.543041e+01
  1.212424e+01    1.579928e+01
  1.212941e+01    1.603863e+01
  1.213458e+01    1.642185e+01
  1.213975e+01    1.708332e+01
  1.214493e+01    1.790243e+01
  1.215010e+01    1.874873e+01
  1.215527e+01    1.962566e+01
  1.216045e+01    2.079906e+01
  1.216562e+01    2.234520e+01
  1.217079e+01    2.443563e+01
  1.217596e+01    2.731449e+01
  1.218114e+01    3.181900e+01
  1.218631e+01    3.853464e+01
  1.219148e+01    5.020678e+01
  1.219666e+01    7.427158e+01
  1.220183e+01    1.354858e+02
  1.220700e+01    2.934093e+02
  1.221218e+01    6.094203e+02
  1.221735e+01    1.119874e+03
  1.222252e+01    1.654856e+03
  1.222769e+01    1.804776e+03
  1.223287e+01    1.523461e+03
  1.223804e+01    1.149912e+03
  1.224321e+01    8.637732e+02
  1.224839e+01    5.842048e+02
  1.225356e+01    3.720291e+02
  1.225873e+01    1.704066e+02
  1.226390e+01    7.713499e+01
  1.226908e+01    5.137669e+01
  1.227425e+01    3.957093e+01
  1.227942e+01    3.279393e+01
  1.228460e+01    2.841146e+01
  1.228977e+01    2.531201e+01
  1.229494e+01    2.337484e+01
  1.230012e+01    2.190575e+01
  1.230529e+01    2.062269e+01
  1.231046e+01    1.942412e+01
  1.231563e+01    1.853385e+01
  1.232081e+01    1.783079e+01
  1.232598e+01    1.711342e+01
  1.233115e+01    1.643943e+01
  1.233633e+01    1.597276e+01
  1.234150e+01    1.572837e+01
  1.234667e+01    1.553882e+01
  1.235185e+01    1.532470e+01
  1.235702e+01    1.501356e+01
  1.236219e+01    1.465124e+01
  1.236736e+01    1.429886e+01
  1.237254e+01    1.409334e+01
  1.237771e+01    1.397170e+01
  1.238288e+01    1.389220e+01
  1.238806e+01    1.364835e+01
  1.239323e+01    1.346564e+01
  1.239840e+01    1.347870e+01
  1.240357e+01    1.353878e+01
  1.240875e+01    1.342270e+01
  1.241392e+01    1.328073e+01
  1.241909e+01    1.308561e+01
  1.242427e+01    1.297090e+01
  1.242944e+01    1.286958e+01
  1.243461e+01    1.302085e+01
  1.243979e+01    1.307754e+01
  1.244496e+01    1.297158e+01
  1.245013e+01    1.267557e+01
  1.245530e+01    1.249464e+01
  1.246048e+01    1.239156e+01
  1.246565e+01    1.252733e+01
  1.247082e+01    1.269101e+01
  1.247600e+01    1.273283e+01
  1.248117e+01    1.268654e+01
  1.248634e+01    1.256628e+01
  1.249151e+01    1.237447e+01
  1.249669e+01    1.229624e+01
  1.250186e+01    1.232635e+01
  1.250703e+01    1.241265e+01
  1.251221e+01    1.239393e+01
  1.251738e+01    1.231142e+01
  1.252255e+01    1.230290e+01
  1.252773e+01    1.226334e+01
  1.253290e+01    1.209433e+01
  1.253807e+01    1.201246e+01
  1.254324e+01    1.214356e+01
  1.254842e+01    1.236220e+01
  1.255359e+01    1.238085e+01
  1.255876e+01    1.236282e+01
  1.256394e+01    1.229936e+01
  1.256911e+01    1.225353e+01
  1.257428e+01    1.220030e+01
  1.257945e+01    1.210354e+01
  1.258463e+01    1.216007e+01
  1.258980e+01    1.217910e+01
  1.259497e+01    1.214706e+01
  1.260015e+01    1.215289e+01
  1.260532e+01    1.217697e+01
  1.261049e+01    1.219304e+01
  1.261567e+01    1.217642e+01
  1.262084e+01    1.195133e+01
  1.262601e+01    1.185179e+01
  1.263118e+01    1.180130e+01
  1.263636e+01    1.195116e+01
  1.264153e+01    1.207633e+01
  1.264670e+01    1.219053e+01
  1.265188e+01    1.198781e+01
  1.265705e+01    1.188208e+01
  1.266222e+01    1.183077e+01
  1.266739e+01    1.186950e+01
  1.267257e+01    1.189445e+01
  1.267774e+01    1.200148e+01
  1.268291e+01    1.196072e+01
  1.268809e+01    1.195275e+01
  1.269326e+01    1.193324e+01
  1.269843e+01    1.210365e+01
  1.270361e+01    1.211652e+01
  1.270878e+01    1.210535e+01
  1.271395e+01    1.209544e+01
  1.271912e+01    1.217365e+01
  1.272430e+01    1.210338e+01
  1.272947e+01    1.204313e+01
  1.273464e+01    1.195748e+01
  1.273982e+01    1.192466e+01
  1.274499e+01    1.190672e+01
  1.275016e+01    1.186291e+01
  1.275534e+01    1.189883e+01
  1.276051e+01    1.190340e+01
  1.276568e+01    1.201678e+01
  1.277085e+01    1.193676e+01
  1.277603e+01    1.191269e+01
  1.278120e+01    1.180224e+01
  1.278637e+01    1.178976e+01
  1.279155e+01    1.176325e+01
  1.279672e+01    1.187943e+01
  1.280189e+01    1.194968e+01
  1.280706e+01    1.185639e+01
  1.281224e+01    1.177166e+01
  1.281741e+01    1.173506e+01
  1.282258e+01    1.167296e+01
  1.282776e+01    1.165528e+01
  1.283293e+01    1.170371e+01
  1.283810e+01    1.186618e+01
  1.284328e+01    1.185963e+01
  1.284845e+01    1.166576e+01
  1.285362e+01    1.161322e+01
